record_id,building_id,date,electricity_kwh,natural_gas_kwh,renewable_kwh,peak_demand_kw,occupancy_rate,operating_hours,is_statistical_outlier
88268,B049,2021-07-25,24424.51,3976.08,4043.37,1374.07,0.789,24.0,True
88269,B049,2021-07-26,21747.22,3540.25,3563.42,1084.81,0.875,24.0,False
88270,B049,2021-07-27,23237.73,3782.89,3689.89,1253.92,0.89,24.0,False
88271,B049,2021-07-28,24370.99,3967.37,3675.94,1246.09,0.815,24.0,True
88272,B049,2021-07-29,19871.03,3234.82,3196.36,971.47,0.821,24.0,False
88273,B049,2021-07-30,22959.24,3737.55,3559.48,1136.99,0.908,24.0,False
88274,B049,2021-07-31,20724.19,3373.71,3098.81,1165.63,0.813,24.0,False
88275,B049,2021-08-01,18557.83,3021.04,2848.44,1023.46,0.716,24.0,False
88276,B049,2021-08-02,24190.34,3937.96,3975.26,1329.14,0.821,24.0,True
88277,B049,2021-08-03,19686.38,3204.76,3073.11,1050.81,0.722,24.0,False
88278,B049,2021-08-04,22790.24,3710.04,3293.82,1125.77,0.835,24.0,False
88279,B049,2021-08-05,22871.59,3723.28,3542.36,1326.55,0.846,24.0,False
88280,B049,2021-08-06,22063.51,3591.73,3305.6,1264.36,0.9,24.0,False
88281,B049,2021-08-07,18929.27,3081.51,2757.41,916.73,0.818,24.0,False
88282,B049,2021-08-08,20587.81,3351.5,2998.75,999.99,0.727,24.0,False
88283,B049,2021-08-09,22975.92,3740.27,3337.58,1205.33,0.859,24.0,False
88284,B049,2021-08-10,19831.77,3228.43,3175.25,1070.87,0.88,24.0,False
88285,B049,2021-08-11,20828.09,3390.62,2857.03,1182.63,0.941,24.0,False
88286,B049,2021-08-12,18683.66,3041.53,2394.9,975.32,0.844,24.0,False
88287,B049,2021-08-13,15462.535,3575.78,3291.4,1105.09,0.873,24.0,False
88288,B049,2021-08-14,18614.96,3645.12,2557.24,952.02,0.807,24.0,False
88289,B049,2021-08-15,21267.51,3462.15,2844.66,1157.01,0.763,24.0,False
88290,B049,2021-08-16,22330.83,3635.25,3179.22,1206.76,0.843,24.0,False
88291,B049,2021-08-17,22742.9,3702.33,3171.95,1110.22,0.858,24.0,False
88292,B049,2021-08-18,23236.76,3782.73,3463.1,1214.63,0.895,24.0,False
88293,B049,2021-08-19,18165.87,2957.23,2761.7,1005.0,0.854,24.0,False
88294,B049,2021-08-20,21796.99,3548.35,3439.4,1045.41,0.945,24.0,False
88295,B049,2021-08-21,20705.58,3370.68,2477.47,1001.15,0.864,24.0,False
88296,B049,2021-08-22,19509.06,3175.89,2412.59,1004.95,0.734,24.0,False
88297,B049,2021-08-23,24588.87,4002.84,3339.79,1365.02,0.772,24.0,True
88298,B049,2021-08-24,20310.79,3306.41,2169.37,1080.26,0.9,24.0,False
88299,B049,2021-08-25,17982.35,2927.36,2382.92,1019.02,0.74,24.0,False
88300,B049,2021-08-26,19087.84,3107.32,2491.5,975.61,0.814,24.0,False
88301,B049,2021-08-27,18444.43,3002.58,2538.72,1039.33,0.837,24.0,False
88302,B049,2021-08-28,19603.8,3191.32,2354.64,953.34,0.772,24.0,False
88303,B049,2021-08-29,19808.54,3224.65,2329.34,1026.9,0.784,24.0,False
88304,B049,2021-08-30,18937.81,3082.9,2073.04,1072.13,0.849,24.0,False
88305,B049,2021-08-31,20098.14,3271.79,2420.96,1078.31,0.847,24.0,False
88306,B049,2021-09-01,19951.19,3247.87,2601.43,975.09,0.932,24.0,False
88307,B049,2021-09-02,20116.09,3274.71,2388.83,970.34,0.859,24.0,False
88308,B049,2021-09-03,18440.7,3001.97,2123.2,1034.59,0.741,24.0,False
88309,B049,2021-09-04,21486.54,3497.81,2485.21,1172.58,0.806,24.0,False
88310,B049,2021-09-05,20864.73,3396.58,2479.15,1005.03,0.795,24.0,False
88311,B049,2021-09-06,15102.34,2458.52,1378.68,808.98,0.813,24.0,False
88312,B049,2021-09-07,19671.16,3202.28,1928.12,980.98,0.822,24.0,False
88313,B049,2021-09-08,17099.02,2783.56,1811.19,938.45,0.856,24.0,False
88314,B049,2021-09-09,19354.95,3150.81,1908.08,987.36,0.87,24.0,False
88315,B049,2021-09-10,19000.67,3093.13,2001.8,974.95,0.918,24.0,False
88316,B049,2021-09-11,16220.19,2640.5,1448.05,851.9,0.765,24.0,False
88317,B049,2021-09-12,19394.0,3157.16,1946.83,963.42,0.8174999999999999,24.0,False
88318,B049,2021-09-13,16250.63,2645.45,1525.4,908.22,0.859,24.0,False
88319,B049,2021-09-14,19581.06,3187.62,1726.0,1047.1,0.885,24.0,False
88320,B049,2021-09-15,17838.89,2904.01,1537.5,988.91,0.844,24.0,False
88321,B049,2021-09-16,17529.13,2853.58,1596.57,884.84,0.799,24.0,False
88322,B049,2021-09-17,18107.14,2947.67,1645.93,912.2,0.847,24.0,False
88323,B049,2021-09-18,17093.21,2782.62,1618.42,996.74,0.884,24.0,False
88324,B049,2021-09-19,15024.52,2445.85,1393.09,868.79,0.733,24.0,False
88325,B049,2021-09-20,16273.82,2649.23,1020.1,878.69,0.79,24.0,False
88326,B049,2021-09-21,18759.4,3053.86,1752.42,1066.84,0.892,24.0,False
88327,B049,2021-09-22,14945.63,2433.01,1096.35,841.18,0.894,24.0,False
88328,B049,2021-09-23,19658.04,3200.15,1643.45,1096.58,0.851,24.0,False
88329,B049,2021-09-24,16632.49,2707.61,1605.83,967.42,0.848,24.0,False
88330,B049,2021-09-25,16799.69,2734.83,1123.77,809.59,0.774,24.0,False
88331,B049,2021-09-26,18653.64,3036.64,1455.36,945.22,0.81,24.0,False
88332,B049,2021-09-27,15422.48,3474.57,1777.52,1066.65,0.793,24.0,False
88333,B049,2021-09-28,17652.15,2873.61,1031.0,969.7,0.894,24.0,False
88334,B049,2021-09-29,15147.9,2465.94,738.62,818.69,0.899,24.0,False
88335,B049,2021-09-30,19182.48,3122.73,1423.73,1012.77,0.853,24.0,False
88336,B049,2021-10-01,18348.28,2986.93,1298.43,987.34,0.899,24.0,False
88337,B049,2021-10-02,13897.31,2262.35,941.52,690.46,0.72,24.0,False
88338,B049,2021-10-03,14476.74,2356.68,1210.58,799.07,0.828,24.0,False
88339,B049,2021-10-04,14745.42,2400.42,871.01,753.5,0.852,24.0,False
88340,B049,2021-10-05,16287.03,2651.38,1193.38,816.94,0.957,24.0,False
88341,B049,2021-10-06,16245.24,2644.57,1276.83,882.58,0.853,24.0,False
88342,B049,2021-10-07,19037.37,3099.11,1018.43,1084.26,0.869,24.0,False
88343,B049,2021-10-08,17621.18,2868.56,1087.05,922.54,0.843,24.0,False
88344,B049,2021-10-09,15937.22,2594.43,1233.34,863.88,0.868,24.0,False
88345,B049,2021-10-10,15035.65,2447.66,1070.05,773.68,0.743,24.0,False
88346,B049,2021-10-11,16383.5,2667.08,1034.96,911.33,0.821,24.0,False
88347,B049,2021-10-12,14792.68,2408.11,840.19,819.69,0.858,24.0,False
88348,B049,2021-10-13,17132.76,2789.05,897.97,989.93,0.864,24.0,False
88349,B049,2021-10-14,14875.0,2421.51,808.16,715.75,0.9,24.0,False
88350,B049,2021-10-15,14656.31,2385.91,715.29,808.54,0.766,24.0,False
88351,B049,2021-10-16,14137.42,2350.54,734.09,723.59,0.863,24.0,False
88352,B049,2021-10-17,15064.82,2452.41,541.88,842.02,0.857,24.0,False
88353,B049,2021-10-18,15000.3,2528.91,890.0,725.19,0.867,24.0,False
88354,B049,2021-10-19,14357.7,3227.53,490.98,835.88,0.845,24.0,False
88355,B049,2021-10-20,14900.73,2425.7,676.68,743.82,0.814,24.0,False
88356,B049,2021-10-21,17013.14,2769.58,636.21,937.62,0.8525,24.0,False
88357,B049,2021-10-22,13336.51,2358.01,545.45,739.23,0.783,24.0,False
88358,B049,2021-10-23,13478.03,2194.1,533.59,657.6,0.849,24.0,False
88359,B049,2021-10-24,15120.85,2461.53,571.11,756.53,0.886,24.0,False
88360,B049,2021-10-25,16689.87,3312.61,720.26,917.66,0.905,24.0,False
88361,B049,2021-10-26,13899.53,2573.39,577.31,763.35,0.882,24.0,False
88362,B049,2021-10-27,15922.57,3377.51,627.13,800.62,0.897,24.0,False
88363,B049,2021-10-28,14543.49,3457.51,89.67,773.14,0.921,24.0,False
88364,B049,2021-10-29,14511.69,2652.0,572.3,703.03,0.883,24.0,False
88365,B049,2021-10-30,14577.77,2733.99,164.63,803.48,0.787,24.0,False
88366,B049,2021-10-31,13898.53,2375.63,237.44,707.8,0.704,24.0,False
88367,B049,2021-11-01,16424.71,3734.34,198.13,864.11,0.882,24.0,False
88368,B049,2021-11-02,13251.46,4065.19,395.88,640.25,0.859,24.0,False
88369,B049,2021-11-03,15120.84,2655.63,154.74,877.77,0.867,24.0,False
88370,B049,2021-11-04,16575.22,4775.2,469.46,944.44,0.883,24.0,False
88371,B049,2021-11-05,12872.5,3800.14,335.03,692.55,0.893,24.0,False
88372,B049,2021-11-06,14577.09,4199.56,556.75,762.02,0.844,24.0,False
88373,B049,2021-11-07,15502.01,5826.26,233.79,747.83,0.825,24.0,False
88374,B049,2021-11-08,15316.27,4283.2,294.78,814.66,0.916,24.0,False
88375,B049,2021-11-09,14003.17,3274.29,325.38,735.79,0.789,24.0,False
88376,B049,2021-11-10,14989.34,4554.72,157.44,753.1,0.875,24.0,False
88377,B049,2021-11-11,14603.46,2970.41,401.22,782.32,0.86,24.0,False
88378,B049,2021-11-12,13122.44,2767.11,438.75,676.45,0.837,24.0,False
88379,B049,2021-11-13,13069.56,3124.21,291.49,712.62,0.785,24.0,False
88380,B049,2021-11-14,13031.02,5712.07,279.6,733.57,0.765,24.0,False
88381,B049,2021-11-15,14526.15,3154.48,385.34,759.27,0.762,24.0,False
88382,B049,2021-11-16,15821.81,5157.95,418.87,773.84,0.881,24.0,False
88383,B049,2021-11-17,15866.61,3385.56,223.89,802.37,0.855,24.0,False
88384,B049,2021-11-18,15575.17,5654.28,385.15,758.64,0.846,24.0,False
88385,B049,2021-11-19,14307.46,4815.79,120.72,810.3,0.794,24.0,False
88386,B049,2021-11-20,15468.12,5042.65,21.93,848.45,0.804,24.0,False
88387,B049,2021-11-21,14913.72,6048.31,0.0,726.19,0.806,24.0,False
88388,B049,2021-11-22,14960.22,6988.93,228.33,838.83,0.859,24.0,False
88389,B049,2021-11-23,12782.28,6908.63,145.16,731.62,0.732,24.0,False
88390,B049,2021-11-24,14973.06,2612.03,246.37,738.35,0.864,24.0,False
88391,B049,2021-11-25,15564.31,7649.1,346.28,778.64,0.862,24.0,False
88392,B049,2021-11-26,13907.89,6888.01,358.42,675.83,0.792,24.0,False
88393,B049,2021-11-27,15502.55,5147.37,0.0,775.98,0.791,24.0,False
88394,B049,2021-11-28,15656.81,7664.87,65.39,911.24,0.852,24.0,False
88395,B049,2021-11-29,14168.6,7235.7,211.3,770.89,0.811,24.0,False
88396,B049,2021-11-30,14467.29,9254.32,38.32,780.2,0.882,24.0,False
88397,B049,2021-12-01,15565.794999999998,4964.76,257.29,736.18,0.787,24.0,False
88398,B049,2021-12-02,13831.42,6692.95,225.07,738.05,0.881,24.0,False
88399,B049,2021-12-03,14830.72,5290.38,207.38,715.03,0.814,24.0,False
88400,B049,2021-12-04,16163.46,6692.27,189.93,814.65,0.866,24.0,False
88401,B049,2021-12-05,13853.18,5641.6,234.63,721.05,0.814,24.0,False
88402,B049,2021-12-06,15749.02,7156.61,0.0,891.34,0.843,24.0,False
88403,B049,2021-12-07,14046.63,6256.98,0.0,760.57,0.795,24.0,False
88404,B049,2021-12-08,15209.38,7649.29,222.52,819.92,0.81,24.0,False
88405,B049,2021-12-09,14248.72,7138.7,123.38,706.93,0.834,24.0,False
88406,B049,2021-12-10,14022.9,7466.13,85.4,803.95,0.852,24.0,False
88407,B049,2021-12-11,14284.05,4742.79,149.07,814.99,0.805,24.0,False
88408,B049,2021-12-12,14373.23,6901.23,74.06,746.63,0.771,24.0,False
88409,B049,2021-12-13,13751.98,9116.86,13.1,735.79,0.822,24.0,False
88410,B049,2021-12-14,15471.75,6754.66,54.13,842.98,0.912,24.0,False
88411,B049,2021-12-15,15030.8,7972.66,92.82,783.79,0.88,24.0,False
88412,B049,2021-12-16,14623.34,6885.43,0.0,704.99,0.839,24.0,False
88413,B049,2021-12-17,13788.7,3681.695,0.0,676.47,0.845,24.0,False
88414,B049,2021-12-18,15683.19,5643.87,0.0,903.98,0.829,24.0,False
88415,B049,2021-12-19,14105.26,7230.87,0.0,684.61,0.785,24.0,False
88416,B049,2021-12-20,13143.02,5486.67,0.0,667.2,0.845,24.0,False
88417,B049,2021-12-21,13385.26,5749.87,25.31,652.85,0.824,24.0,False
88418,B049,2021-12-22,13389.03,8261.54,0.0,742.23,0.802,24.0,False
88419,B049,2021-12-23,16585.17,7932.3,0.0,825.96,0.952,24.0,False
88420,B049,2021-12-24,14136.47,8019.31,17.44,686.11,0.843,24.0,False
88421,B049,2021-12-25,13043.26,8019.11,63.89,725.05,0.843,24.0,False
88422,B049,2021-12-26,13973.34,8622.08,0.0,695.93,0.79,24.0,False
88423,B049,2021-12-27,13138.06,5782.22,0.0,673.49,0.82,24.0,False
88424,B049,2021-12-28,14799.44,4583.31,109.53,847.04,0.909,24.0,False
88425,B049,2021-12-29,14391.15,8469.64,0.0,708.36,0.816,24.0,False
88426,B049,2021-12-30,14822.79,7397.85,279.86,858.73,0.852,24.0,False
88427,B049,2021-12-31,14328.41,7068.96,0.0,789.42,0.912,24.0,False
88428,B049,2022-01-01,14535.21,8306.63,42.32,751.95,0.775,24.0,False
88429,B049,2022-01-02,15586.84,6374.0,84.67,801.18,0.783,24.0,False
88430,B049,2022-01-03,15291.93,5406.95,394.34,796.26,0.814,24.0,False
88431,B049,2022-01-04,13231.01,7758.4,185.31,717.85,0.851,24.0,False
88432,B049,2022-01-05,14772.78,5769.32,97.75,842.28,0.862,24.0,False
88433,B049,2022-01-06,15114.24,8862.69,193.31,841.54,0.913,24.0,False
88434,B049,2022-01-07,14379.83,9067.1,0.0,725.7,0.875,24.0,False
88435,B049,2022-01-08,13522.07,7446.34,99.37,694.86,0.746,24.0,False
88436,B049,2022-01-09,16515.19,7654.82,114.97,924.86,0.759,24.0,False
88437,B049,2022-01-10,13111.81,7220.42,0.0,684.43,0.833,24.0,False
88438,B049,2022-01-11,15030.97,7188.96,180.18,828.16,0.878,24.0,False
88439,B049,2022-01-12,14091.05,7362.09,0.0,676.51,0.908,24.0,False
88440,B049,2022-01-13,13787.32,5922.59,0.0,716.42,0.832,24.0,False
88441,B049,2022-01-14,13068.32,6497.17,129.9,676.59,0.821,24.0,False
88442,B049,2022-01-15,15614.58,6518.45,150.08,836.94,0.827,24.0,False
88443,B049,2022-01-16,12601.18,7917.02,101.97,612.52,0.826,24.0,False
88444,B049,2022-01-17,14146.24,7995.23,50.19,781.94,0.893,24.0,False
88445,B049,2022-01-18,15106.93,8257.24,116.36,794.32,0.751,24.0,False
88446,B049,2022-01-19,15160.25,9524.83,0.0,755.2,0.835,24.0,False
88447,B049,2022-01-20,14451.01,9310.43,249.33,724.0,0.771,24.0,False
88448,B049,2022-01-21,15244.09,7814.67,0.0,851.03,0.835,24.0,False
88449,B049,2022-01-22,14161.84,6906.21,300.33,789.83,0.811,24.0,False
88450,B049,2022-01-23,14683.77,7847.46,320.68,733.46,0.875,24.0,False
88451,B049,2022-01-24,13140.66,5947.63,235.73,739.46,0.879,24.0,False
88452,B049,2022-01-25,14476.91,9427.77,224.76,828.84,0.891,24.0,False
88453,B049,2022-01-26,15157.14,8790.56,192.68,772.53,0.869,24.0,False
88454,B049,2022-01-27,12605.86,8297.69,189.07,625.51,0.773,24.0,False
88455,B049,2022-01-28,14590.88,7710.19,332.17,754.36,0.889,24.0,False
88456,B049,2022-01-29,14683.58,7272.17,490.71,820.29,0.848,24.0,False
88457,B049,2022-01-30,13997.35,5939.82,325.32,718.28,0.904,24.0,False
88458,B049,2022-01-31,13858.53,8992.85,129.59,735.62,0.868,24.0,False
88459,B049,2022-02-01,14614.09,7321.76,392.72,730.4,0.823,24.0,False
88460,B049,2022-02-02,15979.97,6589.05,297.23,771.67,0.95,24.0,False
88461,B049,2022-02-03,13466.71,8400.03,340.17,771.64,0.868,24.0,False
88462,B049,2022-02-04,13819.07,8935.22,611.91,802.46,0.772,24.0,False
88463,B049,2022-02-05,13785.71,9204.49,669.98,791.35,0.835,24.0,False
88464,B049,2022-02-06,14591.52,6843.53,410.44,716.85,0.772,24.0,False
88465,B049,2022-02-07,16241.66,9523.79,603.09,865.69,0.972,24.0,False
88466,B049,2022-02-08,13790.0,6544.11,683.36,676.18,0.845,24.0,False
88467,B049,2022-02-09,14219.29,7570.69,664.38,789.65,0.904,24.0,False
88468,B049,2022-02-10,14729.33,5417.54,434.1,796.52,0.752,24.0,False
88469,B049,2022-02-11,14078.74,6221.19,719.79,739.29,0.806,24.0,False
88470,B049,2022-02-12,13734.5,7936.25,362.06,663.11,0.843,24.0,False
88471,B049,2022-02-13,14939.8,7864.81,761.66,774.27,0.827,24.0,False
88472,B049,2022-02-14,13573.17,5854.3,375.47,760.92,0.799,24.0,False
88473,B049,2022-02-15,12073.6,7131.74,278.94,625.72,0.813,24.0,False
88474,B049,2022-02-16,13674.76,5408.47,618.18,741.46,0.762,24.0,False
88475,B049,2022-02-17,12701.99,6437.36,272.37,740.35,0.796,24.0,False
88476,B049,2022-02-18,15718.37,6534.85,652.81,820.27,0.892,24.0,False
88477,B049,2022-02-19,14517.72,7162.36,749.57,798.13,0.711,24.0,False
88478,B049,2022-02-20,15000.82,7778.21,985.14,872.15,0.863,24.0,False
88479,B049,2022-02-21,14959.78,7905.12,582.64,803.88,0.913,24.0,False
88480,B049,2022-02-22,13154.89,4407.81,595.28,666.77,0.848,24.0,False
88481,B049,2022-02-23,15627.91,7591.67,852.85,806.89,0.817,24.0,False
88482,B049,2022-02-24,15265.59,3689.26,1004.51,881.87,0.908,24.0,False
88483,B049,2022-02-25,13986.89,6131.07,666.69,714.5,0.71,24.0,False
88484,B049,2022-02-26,13802.51,7156.86,794.72,799.06,0.808,24.0,False
88485,B049,2022-02-27,15219.16,8826.53,781.95,806.9,0.882,24.0,False
88486,B049,2022-02-28,14408.45,4982.54,770.82,774.19,0.846,24.0,False
88487,B049,2022-03-01,13409.17,5996.97,664.36,694.14,0.783,24.0,False
88488,B049,2022-03-02,13734.72,5029.81,1025.33,712.28,0.851,24.0,False
88489,B049,2022-03-03,15475.0,4050.31,1108.58,840.83,0.845,24.0,False
88490,B049,2022-03-04,13618.16,5008.85,970.57,742.63,0.809,24.0,False
88491,B049,2022-03-05,15337.27,5939.27,1000.51,871.02,0.838,24.0,False
88492,B049,2022-03-06,14424.69,4616.27,818.11,715.09,0.756,24.0,False
88493,B049,2022-03-07,14995.6,5139.32,968.09,871.68,0.883,24.0,False
88494,B049,2022-03-08,14204.27,7061.94,754.09,739.68,0.834,24.0,False
88495,B049,2022-03-09,14393.5,4290.48,665.47,690.43,0.812,24.0,False
88496,B049,2022-03-10,15585.005000000001,5693.77,964.99,848.4,0.824,24.0,False
88497,B049,2022-03-11,14942.25,4116.15,1273.23,825.59,0.894,24.0,False
88498,B049,2022-03-12,13474.18,4576.51,1107.9,764.7,0.793,24.0,False
88499,B049,2022-03-13,13657.56,3934.65,1245.39,688.56,0.781,24.0,False
88500,B049,2022-03-14,13118.84,4994.39,727.67,680.09,0.827,24.0,False
88501,B049,2022-03-15,16007.76,7596.56,1277.15,779.54,0.975,24.0,False
88502,B049,2022-03-16,15565.794999999998,4823.91,1414.64,872.15,0.789,24.0,False
88503,B049,2022-03-17,16160.36,4564.53,1325.49,922.26,0.9,24.0,False
88504,B049,2022-03-18,14724.89,5605.82,1410.92,840.52,0.892,24.0,False
88505,B049,2022-03-19,14692.7,5149.22,1196.99,765.25,0.799,24.0,False
88506,B049,2022-03-20,14256.32,7142.51,1154.87,694.61,0.778,24.0,False
88507,B049,2022-03-21,14187.21,4753.71,991.04,730.1,0.879,24.0,False
88508,B049,2022-03-22,15471.75,6211.3,1318.34,763.41,0.891,24.0,False
88509,B049,2022-03-23,13871.73,3898.65,1404.9,678.76,0.881,24.0,False
88510,B049,2022-03-24,15468.58,4434.51,1333.6,776.73,0.895,24.0,False
88511,B049,2022-03-25,15091.76,4542.13,1644.8,767.25,0.892,24.0,False
88512,B049,2022-03-26,15318.44,3326.54,1567.43,735.66,0.832,24.0,False
88513,B049,2022-03-27,13709.41,3776.54,1319.15,768.06,0.826,24.0,False
88514,B049,2022-03-28,15406.01,4222.53,1308.26,783.57,0.833,24.0,False
88515,B049,2022-03-29,14508.84,3777.74,1349.61,788.61,0.843,24.0,False
88516,B049,2022-03-30,14804.47,4628.32,1572.28,727.05,0.87,24.0,False
88517,B049,2022-03-31,13854.91,2921.56,1634.06,726.15,0.735,24.0,False
88518,B049,2022-04-01,15555.65,5024.59,1577.26,865.82,0.855,24.0,False
88519,B049,2022-04-02,13341.09,3102.16,1408.35,723.32,0.768,24.0,False
88520,B049,2022-04-03,14034.8,2564.85,1468.26,703.9,0.84,24.0,False
88521,B049,2022-04-04,12881.29,4008.15,1549.96,622.92,0.825,24.0,False
88522,B049,2022-04-05,14546.48,4742.19,1633.96,722.57,0.911,24.0,False
88523,B049,2022-04-06,15026.69,4522.55,1401.47,837.7,0.839,24.0,False
88524,B049,2022-04-07,14662.85,2386.97,1860.12,759.64,0.844,24.0,False
88525,B049,2022-04-08,14215.07,3720.55,1771.98,787.49,0.851,24.0,False
88526,B049,2022-04-09,14374.46,4202.46,1911.15,706.71,0.805,24.0,False
88527,B049,2022-04-10,12901.97,2497.76,1475.87,641.24,0.813,24.0,False
88528,B049,2022-04-11,15470.57,5940.17,2038.83,808.57,0.897,24.0,False
88529,B049,2022-04-12,14232.31,3686.46,1997.74,817.44,0.826,24.0,False
88530,B049,2022-04-13,17992.9,2929.08,2437.33,888.91,0.88,24.0,False
88531,B049,2022-04-14,14215.92,3529.63,1900.99,765.79,0.841,24.0,False
88532,B049,2022-04-15,13371.87,2703.39,1565.98,679.5,0.831,24.0,False
88533,B049,2022-04-16,13597.28,2276.54,1966.62,711.76,0.884,24.0,False
88534,B049,2022-04-17,13386.34,2179.17,1721.61,655.87,0.772,24.0,False
88535,B049,2022-04-18,13970.91,2824.5,1978.45,669.83,0.912,24.0,False
88536,B049,2022-04-19,14858.97,2418.9,1970.22,812.97,0.891,24.0,False
88537,B049,2022-04-20,16866.21,2745.66,2201.49,920.85,0.823,24.0,False
88538,B049,2022-04-21,13470.85,2891.31,1716.26,756.56,0.834,24.0,False
88539,B049,2022-04-22,15461.35,2751.99,2404.7,852.08,0.85,24.0,False
88540,B049,2022-04-23,15536.0,2529.12,2148.2,883.83,0.916,24.0,False
88541,B049,2022-04-24,15514.81,2525.67,1955.15,764.0,0.846,24.0,False
88542,B049,2022-04-25,14419.72,2347.4,1838.36,790.26,0.788,24.0,False
88543,B049,2022-04-26,14877.89,2421.98,2074.87,840.16,0.809,24.0,False
88544,B049,2022-04-27,13487.12,2844.01,1834.14,727.24,0.814,24.0,False
88545,B049,2022-04-28,15919.76,2909.32,2118.42,881.81,0.903,24.0,False
88546,B049,2022-04-29,16386.76,2667.61,2724.85,933.04,0.897,24.0,False
88547,B049,2022-04-30,13865.89,2257.24,2343.04,758.63,0.855,24.0,False
88548,B049,2022-05-01,14859.64,2419.01,2019.76,734.4,0.897,24.0,False
88549,B049,2022-05-02,15951.5,2596.76,2418.41,821.84,0.81,24.0,False
88550,B049,2022-05-03,18651.96,3036.37,2649.44,970.09,0.834,24.0,False
88551,B049,2022-05-04,16870.11,2746.3,2805.77,886.16,0.872,24.0,False
88552,B049,2022-05-05,19477.68,3170.78,3102.41,1066.31,0.944,24.0,False
88553,B049,2022-05-06,16692.53,2717.39,2776.09,882.9,0.847,24.0,False
88554,B049,2022-05-07,18696.61,3043.63,2809.56,900.95,0.887,24.0,False
88555,B049,2022-05-08,13817.74,2249.4,2088.0,681.44,0.762,24.0,False
88556,B049,2022-05-09,20099.94,3272.08,3293.87,1157.5,0.929,24.0,False
88557,B049,2022-05-10,16376.9,2666.01,2505.13,890.45,0.853,24.0,False
88558,B049,2022-05-11,21705.05,3533.38,3725.3,1201.94,0.887,24.0,False
88559,B049,2022-05-12,17108.01,2785.02,2604.54,864.16,0.845,24.0,False
88560,B049,2022-05-13,16956.36,2760.34,2605.2,829.08,0.885,24.0,False
88561,B049,2022-05-14,19437.24,3164.2,2983.2,1056.61,0.784,24.0,False
88562,B049,2022-05-15,18455.25,3004.34,3073.29,957.2,0.772,24.0,False
88563,B049,2022-05-16,18948.9,3084.71,3070.97,935.76,0.909,24.0,False
88564,B049,2022-05-17,20576.64,3349.69,3273.28,1191.82,0.946,24.0,False
88565,B049,2022-05-18,16289.63,2651.8,2761.31,827.18,0.8554999999999999,24.0,False
88566,B049,2022-05-19,19717.34,3209.8,3187.86,1134.79,0.881,24.0,False
88567,B049,2022-05-20,18878.51,3073.25,3209.52,1047.22,0.803,24.0,False
88568,B049,2022-05-21,17009.24,2768.95,2586.66,858.31,0.765,24.0,False
88569,B049,2022-05-22,15285.130000000001,3348.74,3384.23,1081.2,0.856,24.0,False
88570,B049,2022-05-23,18839.95,3066.97,3169.45,929.72,0.84,24.0,False
88571,B049,2022-05-24,18532.28,3016.88,3103.02,1038.01,0.824,24.0,False
88572,B049,2022-05-25,19414.63,3160.52,3277.23,994.44,0.855,24.0,False
88573,B049,2022-05-26,20798.12,3385.74,3476.78,1210.42,0.873,24.0,False
88574,B049,2022-05-27,16573.34,2697.99,2696.4,854.55,0.788,24.0,False
88575,B049,2022-05-28,20398.67,3320.71,3687.61,1151.44,0.793,24.0,False
88576,B049,2022-05-29,20137.62,3278.22,3398.05,1049.72,0.827,24.0,False
88577,B049,2022-05-30,14353.69,2336.65,2386.47,828.31,0.848,24.0,False
88578,B049,2022-05-31,17572.3,2860.61,3015.57,972.24,0.74,24.0,False
88579,B049,2022-06-01,18001.97,2930.55,3448.54,880.83,0.781,24.0,False
88580,B049,2022-06-02,20552.03,3345.68,3794.79,1040.68,0.799,24.0,False
88581,B049,2022-06-03,20779.91,3382.78,3485.1,1063.74,0.783,24.0,False
88582,B049,2022-06-04,22048.11,3589.23,3855.02,1271.83,0.754,24.0,False
88583,B049,2022-06-05,22529.9,3667.66,4006.87,1243.39,0.783,24.0,False
88584,B049,2022-06-06,19454.16,3166.96,3573.71,942.19,0.869,24.0,False
88585,B049,2022-06-07,21267.08,3462.08,3785.17,1061.45,0.92,24.0,False
88586,B049,2022-06-08,24045.82,3914.44,4362.16,1266.02,0.795,24.0,True
88587,B049,2022-06-09,18844.45,3067.7,3539.17,1068.74,0.792,24.0,False
88588,B049,2022-06-10,18907.72,3078.0,3457.64,1032.21,0.786,24.0,False
88589,B049,2022-06-11,20259.06,3297.99,3697.2,1090.75,0.773,24.0,False
88590,B049,2022-06-12,19855.95,3232.36,3476.29,1139.71,0.837,24.0,False
88591,B049,2022-06-13,22130.66,3602.67,4133.6,1224.5,0.944,24.0,False
88592,B049,2022-06-14,21143.72,3442.0,3697.54,1030.11,0.829,24.0,False
88593,B049,2022-06-15,22551.24,3671.13,3818.88,1100.38,0.837,24.0,False
88594,B049,2022-06-16,18997.0,3092.54,3491.26,1071.41,0.927,24.0,False
88595,B049,2022-06-17,23332.57,3798.33,4140.32,1297.09,0.877,24.0,False
88596,B049,2022-06-18,21876.04,3645.12,4141.43,1098.3,0.837,24.0,False
88597,B049,2022-06-19,20601.51,3353.73,3759.49,1101.07,0.805,24.0,False
88598,B049,2022-06-20,22521.85,3666.35,4176.24,1199.87,0.845,24.0,False
88599,B049,2022-06-21,21651.03,3524.59,4316.14,1158.33,0.858,24.0,False
88600,B049,2022-06-22,20764.96,3380.34,3654.4,1018.73,0.799,24.0,False
